routeId,geometryId,kind,routeKey,floor,image,card,sheet,cell,changed,pointsBefore,pointsAfter,turnsBefore,turnsAfter,routeLengthBefore,routeLengthAfter,clearanceBefore,clearanceAfter,redundantCollinearPointsAfter,lowAngleAlternationsAfter,visualReviewStatus,wallCrossing,unnecessaryBend,endpointIssue,reviewNotes
R00110,G0050,sameFloor,中药房|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0050.jpg,all-route-sheets/sheet-004.jpg,2,true,10,9,1,1,46.154669,46.154669,20.591,20.591,0,3,pending,,,,
R00111,G0051,sameFloor,中药房|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0051.jpg,all-route-sheets/sheet-004.jpg,3,false,4,4,1,1,36.808049,36.808049,20.197,20.197,0,0,pending,,,,
R00112,G0052,sameFloor,中药房|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0052.jpg,all-route-sheets/sheet-004.jpg,4,true,42,7,0,0,23.600017,23.600017,20.378,20.378,0,0,pending,,,,
R00113,G0053,sameFloor,中药房|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0053.jpg,all-route-sheets/sheet-004.jpg,5,false,5,5,3,3,24.048458,24.048458,20.197,20.197,0,0,pending,,,,
R00114,G0054,sameFloor,中药房|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0054.jpg,all-route-sheets/sheet-004.jpg,6,true,12,11,1,1,51.842001,51.842001,20.197,20.197,0,2,pending,,,,
R00115,G0055,sameFloor,中药房|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0055.jpg,all-route-sheets/sheet-004.jpg,7,false,1,1,0,0,0.0,0.0,0.0,0.0,0,0,pending,,,,
R00116,G0056,sameFloor,中药房|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0056.jpg,all-route-sheets/sheet-004.jpg,8,false,5,5,0,0,23.965855,23.965855,20.575,20.575,0,1,pending,,,,
R00117,G0049,sameFloor,儿科门诊|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0049.jpg,all-route-sheets/sheet-004.jpg,1,true,25,8,1,1,41.555153,41.555153,20.772,20.772,0,0,pending,,,,
R00118,G0057,sameFloor,儿科门诊|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0057.jpg,all-route-sheets/sheet-004.jpg,9,false,2,2,0,0,39.72642,39.72642,47.0,47.0,0,0,pending,,,,
R00119,G0058,sameFloor,儿科门诊|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0058.jpg,all-route-sheets/sheet-004.jpg,10,false,4,4,1,1,55.295106,55.295106,20.575,20.575,0,0,pending,,,,
R00120,G0059,sameFloor,儿科门诊|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0059.jpg,all-route-sheets/sheet-004.jpg,11,true,28,4,1,1,22.081602,22.081602,20.197,20.197,0,0,pending,,,,
R00121,G0060,sameFloor,儿科门诊|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0060.jpg,all-route-sheets/sheet-004.jpg,12,true,22,10,5,5,59.050752,59.050752,20.397,20.397,0,0,pending,,,,
R00122,G0061,sameFloor,儿科门诊|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0061.jpg,all-route-sheets/sheet-004.jpg,13,true,28,16,3,3,87.243351,87.243351,20.375,20.375,0,2,pending,,,,
R00123,G0049,sameFloor,儿科门诊|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0049.jpg,all-route-sheets/sheet-004.jpg,1,true,25,8,1,1,41.555153,41.555153,20.772,20.772,0,0,pending,,,,
R00124,G0062,sameFloor,儿科门诊|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0062.jpg,all-route-sheets/sheet-004.jpg,14,false,6,6,1,1,35.140011,35.140011,20.788,20.788,0,0,pending,,,,
R00125,G0050,sameFloor,大伤门诊|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0050.jpg,all-route-sheets/sheet-004.jpg,2,true,10,9,1,1,46.154669,46.154669,20.591,20.591,0,3,pending,,,,
R00126,G0057,sameFloor,大伤门诊|||儿科门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0057.jpg,all-route-sheets/sheet-004.jpg,9,false,2,2,0,0,39.72642,39.72642,47.0,47.0,0,0,pending,,,,
R00127,G0063,sameFloor,大伤门诊|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0063.jpg,all-route-sheets/sheet-004.jpg,15,false,2,2,0,0,17.204019,17.204019,21.0,21.0,0,0,pending,,,,
R00128,G0064,sameFloor,大伤门诊|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0064.jpg,all-route-sheets/sheet-004.jpg,16,false,5,5,0,0,38.215551,38.215551,20.378,20.378,0,1,pending,,,,
R00129,G0065,sameFloor,大伤门诊|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0065.jpg,all-route-sheets/sheet-005.jpg,1,false,7,7,3,3,54.866188,54.866188,20.772,20.772,0,0,pending,,,,
R00130,G0066,sameFloor,大伤门诊|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0066.jpg,all-route-sheets/sheet-005.jpg,2,false,6,6,2,2,79.699639,79.699639,20.575,20.575,0,0,pending,,,,
R00131,G0050,sameFloor,大伤门诊|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0050.jpg,all-route-sheets/sheet-004.jpg,2,true,10,9,1,1,46.154669,46.154669,20.591,20.591,0,3,pending,,,,
R00132,G0067,sameFloor,大伤门诊|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0067.jpg,all-route-sheets/sheet-005.jpg,3,false,6,6,1,1,23.095269,23.095269,20.197,20.197,0,0,pending,,,,
R00133,G0051,sameFloor,急诊科|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0051.jpg,all-route-sheets/sheet-004.jpg,3,false,4,4,1,1,36.808049,36.808049,20.197,20.197,0,0,pending,,,,
R00134,G0058,sameFloor,急诊科|||儿科门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0058.jpg,all-route-sheets/sheet-004.jpg,10,false,4,4,1,1,55.295106,55.295106,20.575,20.575,0,0,pending,,,,
R00135,G0063,sameFloor,急诊科|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0063.jpg,all-route-sheets/sheet-004.jpg,15,false,2,2,0,0,17.204019,17.204019,21.0,21.0,0,0,pending,,,,
R00136,G0068,sameFloor,急诊科|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0068.jpg,all-route-sheets/sheet-005.jpg,4,true,20,8,2,2,51.375146,51.375146,20.197,20.197,0,0,pending,,,,
R00137,G0069,sameFloor,急诊科|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0069.jpg,all-route-sheets/sheet-005.jpg,5,false,7,7,3,3,37.7579,37.7579,20.197,20.197,0,0,pending,,,,
R00138,G0070,sameFloor,急诊科|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0070.jpg,all-route-sheets/sheet-005.jpg,6,true,18,7,2,2,62.596118,62.596118,20.375,20.375,0,1,pending,,,,
R00139,G0051,sameFloor,急诊科|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0051.jpg,all-route-sheets/sheet-004.jpg,3,false,4,4,1,1,36.808049,36.808049,20.197,20.197,0,0,pending,,,,
R00140,G0071,sameFloor,急诊科|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0071.jpg,all-route-sheets/sheet-005.jpg,7,true,29,7,2,2,37.039136,37.039136,20.197,20.197,0,0,pending,,,,
R00141,G0052,sameFloor,挂号缴费|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0052.jpg,all-route-sheets/sheet-004.jpg,4,true,42,7,0,0,23.600017,23.600017,20.378,20.378,0,0,pending,,,,
R00142,G0059,sameFloor,挂号缴费|||儿科门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0059.jpg,all-route-sheets/sheet-004.jpg,11,true,28,4,1,1,22.081602,22.081602,20.197,20.197,0,0,pending,,,,
R00143,G0064,sameFloor,挂号缴费|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0064.jpg,all-route-sheets/sheet-004.jpg,16,false,5,5,0,0,38.215551,38.215551,20.378,20.378,0,1,pending,,,,
R00144,G0068,sameFloor,挂号缴费|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0068.jpg,all-route-sheets/sheet-005.jpg,4,true,20,8,2,2,51.375146,51.375146,20.197,20.197,0,0,pending,,,,
R00145,G0072,sameFloor,挂号缴费|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0072.jpg,all-route-sheets/sheet-005.jpg,8,false,8,8,3,3,40.875752,40.875752,20.378,20.378,0,1,pending,,,,
R00146,G0073,sameFloor,挂号缴费|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0073.jpg,all-route-sheets/sheet-005.jpg,9,true,15,14,1,1,69.104422,69.104422,20.197,20.197,0,4,pending,,,,
R00147,G0052,sameFloor,挂号缴费|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0052.jpg,all-route-sheets/sheet-004.jpg,4,true,42,7,0,0,23.600017,23.600017,20.378,20.378,0,0,pending,,,,
R00148,G0074,sameFloor,挂号缴费|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0074.jpg,all-route-sheets/sheet-005.jpg,10,false,2,2,0,0,23.513009,23.513009,20.378,20.378,0,0,pending,,,,
R00149,G0053,sameFloor,放射科|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0053.jpg,all-route-sheets/sheet-004.jpg,5,false,5,5,3,3,24.048458,24.048458,20.197,20.197,0,0,pending,,,,
R00150,G0060,sameFloor,放射科|||儿科门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0060.jpg,all-route-sheets/sheet-004.jpg,12,true,22,10,5,5,59.050752,59.050752,20.397,20.397,0,0,pending,,,,
R00151,G0065,sameFloor,放射科|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0065.jpg,all-route-sheets/sheet-005.jpg,1,false,7,7,3,3,54.866188,54.866188,20.772,20.772,0,0,pending,,,,
R00152,G0069,sameFloor,放射科|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0069.jpg,all-route-sheets/sheet-005.jpg,5,false,7,7,3,3,37.7579,37.7579,20.197,20.197,0,0,pending,,,,
R00153,G0072,sameFloor,放射科|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0072.jpg,all-route-sheets/sheet-005.jpg,8,false,8,8,3,3,40.875752,40.875752,20.378,20.378,0,1,pending,,,,
R00154,G0075,sameFloor,放射科|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0075.jpg,all-route-sheets/sheet-005.jpg,11,true,20,12,0,0,28.106763,28.106763,20.197,20.197,0,2,pending,,,,
R00155,G0053,sameFloor,放射科|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0053.jpg,all-route-sheets/sheet-004.jpg,5,false,5,5,3,3,24.048458,24.048458,20.197,20.197,0,0,pending,,,,
R00156,G0076,sameFloor,放射科|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0076.jpg,all-route-sheets/sheet-005.jpg,12,false,4,4,1,1,32.842601,32.842601,20.772,20.772,0,0,pending,,,,
R00157,G0054,sameFloor,消控室|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0054.jpg,all-route-sheets/sheet-004.jpg,6,true,12,11,1,1,51.842001,51.842001,20.197,20.197,0,2,pending,,,,
R00158,G0061,sameFloor,消控室|||儿科门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0061.jpg,all-route-sheets/sheet-004.jpg,13,true,28,16,3,3,87.243351,87.243351,20.375,20.375,0,2,pending,,,,
R00159,G0066,sameFloor,消控室|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0066.jpg,all-route-sheets/sheet-005.jpg,2,false,6,6,2,2,79.699639,79.699639,20.575,20.575,0,0,pending,,,,
R00160,G0070,sameFloor,消控室|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0070.jpg,all-route-sheets/sheet-005.jpg,6,true,18,7,2,2,62.596118,62.596118,20.375,20.375,0,1,pending,,,,
R00161,G0073,sameFloor,消控室|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0073.jpg,all-route-sheets/sheet-005.jpg,9,true,15,14,1,1,69.104422,69.104422,20.197,20.197,0,4,pending,,,,
R00162,G0075,sameFloor,消控室|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0075.jpg,all-route-sheets/sheet-005.jpg,11,true,20,12,0,0,28.106763,28.106763,20.197,20.197,0,2,pending,,,,
R00163,G0054,sameFloor,消控室|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0054.jpg,all-route-sheets/sheet-004.jpg,6,true,12,11,1,1,51.842001,51.842001,20.197,20.197,0,2,pending,,,,
R00164,G0077,sameFloor,消控室|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0077.jpg,all-route-sheets/sheet-005.jpg,13,true,10,9,0,0,60.479725,60.479725,20.197,20.197,0,1,pending,,,,
R00165,G0055,sameFloor,西药房|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0055.jpg,all-route-sheets/sheet-004.jpg,7,false,1,1,0,0,0.0,0.0,0.0,0.0,0,0,pending,,,,
R00166,G0049,sameFloor,西药房|||儿科门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0049.jpg,all-route-sheets/sheet-004.jpg,1,true,25,8,1,1,41.555153,41.555153,20.772,20.772,0,0,pending,,,,
R00167,G0050,sameFloor,西药房|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0050.jpg,all-route-sheets/sheet-004.jpg,2,true,10,9,1,1,46.154669,46.154669,20.591,20.591,0,3,pending,,,,
R00168,G0051,sameFloor,西药房|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0051.jpg,all-route-sheets/sheet-004.jpg,3,false,4,4,1,1,36.808049,36.808049,20.197,20.197,0,0,pending,,,,
R00169,G0052,sameFloor,西药房|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0052.jpg,all-route-sheets/sheet-004.jpg,4,true,42,7,0,0,23.600017,23.600017,20.378,20.378,0,0,pending,,,,
R00170,G0053,sameFloor,西药房|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0053.jpg,all-route-sheets/sheet-004.jpg,5,false,5,5,3,3,24.048458,24.048458,20.197,20.197,0,0,pending,,,,
R00171,G0054,sameFloor,西药房|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0054.jpg,all-route-sheets/sheet-004.jpg,6,true,12,11,1,1,51.842001,51.842001,20.197,20.197,0,2,pending,,,,
R00172,G0056,sameFloor,西药房|||输液室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0056.jpg,all-route-sheets/sheet-004.jpg,8,false,5,5,0,0,23.965855,23.965855,20.575,20.575,0,1,pending,,,,
R00173,G0056,sameFloor,输液室|||中药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0056.jpg,all-route-sheets/sheet-004.jpg,8,false,5,5,0,0,23.965855,23.965855,20.575,20.575,0,1,pending,,,,
R00174,G0062,sameFloor,输液室|||儿科门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0062.jpg,all-route-sheets/sheet-004.jpg,14,false,6,6,1,1,35.140011,35.140011,20.788,20.788,0,0,pending,,,,
R00175,G0067,sameFloor,输液室|||大伤门诊,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0067.jpg,all-route-sheets/sheet-005.jpg,3,false,6,6,1,1,23.095269,23.095269,20.197,20.197,0,0,pending,,,,
R00176,G0071,sameFloor,输液室|||急诊科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0071.jpg,all-route-sheets/sheet-005.jpg,7,true,29,7,2,2,37.039136,37.039136,20.197,20.197,0,0,pending,,,,
R00177,G0074,sameFloor,输液室|||挂号缴费,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0074.jpg,all-route-sheets/sheet-005.jpg,10,false,2,2,0,0,23.513009,23.513009,20.378,20.378,0,0,pending,,,,
R00178,G0076,sameFloor,输液室|||放射科,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0076.jpg,all-route-sheets/sheet-005.jpg,12,false,4,4,1,1,32.842601,32.842601,20.772,20.772,0,0,pending,,,,
R00179,G0077,sameFloor,输液室|||消控室,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0077.jpg,all-route-sheets/sheet-005.jpg,13,true,10,9,0,0,60.479725,60.479725,20.197,20.197,0,1,pending,,,,
R00180,G0056,sameFloor,输液室|||西药房,1楼,/assets/floor-maps/1F.jpg,all-route-cards/route-0056.jpg,all-route-sheets/sheet-004.jpg,8,false,5,5,0,0,23.965855,23.965855,20.575,20.575,0,1,pending,,,,
R00181,G0078,floorNav,中医馆|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0078.jpg,all-route-sheets/sheet-005.jpg,14,false,11,11,1,1,84.121876,84.121876,20.375,20.375,0,2,pending,,,,
R00182,G0078,floorNav,中医馆|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0078.jpg,all-route-sheets/sheet-005.jpg,14,false,11,11,1,1,84.121876,84.121876,20.375,20.375,0,2,pending,,,,
R00183,G0079,floorNav,中医馆|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0079.jpg,all-route-sheets/sheet-005.jpg,15,false,12,12,1,1,65.238676,65.238676,20.375,20.375,0,1,pending,,,,
R00184,G0079,floorNav,中医馆|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0079.jpg,all-route-sheets/sheet-005.jpg,15,false,12,12,1,1,65.238676,65.238676,20.375,20.375,0,1,pending,,,,
R00185,G0080,floorNav,中医馆|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0080.jpg,all-route-sheets/sheet-005.jpg,16,false,12,12,2,2,63.765853,63.765853,20.375,20.375,0,1,pending,,,,
R00186,G0080,floorNav,中医馆|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0080.jpg,all-route-sheets/sheet-005.jpg,16,false,12,12,2,2,63.765853,63.765853,20.375,20.375,0,1,pending,,,,
R00187,G0081,floorNav,中医馆|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0081.jpg,all-route-sheets/sheet-006.jpg,1,false,8,8,0,0,39.820016,39.820016,20.375,20.375,0,1,pending,,,,
R00188,G0081,floorNav,中医馆|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0081.jpg,all-route-sheets/sheet-006.jpg,1,false,8,8,0,0,39.820016,39.820016,20.375,20.375,0,1,pending,,,,
R00189,G0082,floorNav,中医馆|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0082.jpg,all-route-sheets/sheet-006.jpg,2,false,9,9,1,1,38.185668,38.185668,20.375,20.375,0,1,pending,,,,
R00190,G0082,floorNav,中医馆|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0082.jpg,all-route-sheets/sheet-006.jpg,2,false,9,9,1,1,38.185668,38.185668,20.375,20.375,0,1,pending,,,,
R00191,G0083,floorNav,中医馆|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0083.jpg,all-route-sheets/sheet-006.jpg,3,false,6,6,0,0,10.77147,10.77147,20.375,20.375,0,1,pending,,,,
R00192,G0083,floorNav,中医馆|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0083.jpg,all-route-sheets/sheet-006.jpg,3,false,6,6,0,0,10.77147,10.77147,20.375,20.375,0,1,pending,,,,
R00193,G0084,floorNav,伤口门诊|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0084.jpg,all-route-sheets/sheet-006.jpg,4,false,6,6,2,2,74.694665,74.694665,20.575,20.575,0,0,pending,,,,
R00194,G0084,floorNav,伤口门诊|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0084.jpg,all-route-sheets/sheet-006.jpg,4,false,6,6,2,2,74.694665,74.694665,20.575,20.575,0,0,pending,,,,
R00195,G0085,floorNav,伤口门诊|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0085.jpg,all-route-sheets/sheet-006.jpg,5,false,8,8,2,2,55.71129,55.71129,20.375,20.375,0,0,pending,,,,
R00196,G0085,floorNav,伤口门诊|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0085.jpg,all-route-sheets/sheet-006.jpg,5,false,8,8,2,2,55.71129,55.71129,20.375,20.375,0,0,pending,,,,
R00197,G0086,floorNav,伤口门诊|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0086.jpg,all-route-sheets/sheet-006.jpg,6,false,8,8,3,3,54.238466,54.238466,20.375,20.375,0,0,pending,,,,
R00198,G0086,floorNav,伤口门诊|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0086.jpg,all-route-sheets/sheet-006.jpg,6,false,8,8,3,3,54.238466,54.238466,20.375,20.375,0,0,pending,,,,
R00199,G0087,floorNav,伤口门诊|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0087.jpg,all-route-sheets/sheet-006.jpg,7,false,9,9,1,1,36.529909,36.529909,20.197,20.197,0,0,pending,,,,
R00200,G0087,floorNav,伤口门诊|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0087.jpg,all-route-sheets/sheet-006.jpg,7,false,9,9,1,1,36.529909,36.529909,20.197,20.197,0,0,pending,,,,
R00201,G0088,floorNav,伤口门诊|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0088.jpg,all-route-sheets/sheet-006.jpg,8,false,10,10,2,2,34.895561,34.895561,20.197,20.197,0,0,pending,,,,
R00202,G0088,floorNav,伤口门诊|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0088.jpg,all-route-sheets/sheet-006.jpg,8,false,10,10,2,2,34.895561,34.895561,20.197,20.197,0,0,pending,,,,
R00203,G0089,floorNav,伤口门诊|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0089.jpg,all-route-sheets/sheet-006.jpg,9,true,16,4,0,0,27.157181,27.157181,20.984,20.984,0,1,pending,,,,
R00204,G0089,floorNav,伤口门诊|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0089.jpg,all-route-sheets/sheet-006.jpg,9,true,16,4,0,0,27.157181,27.157181,20.984,20.984,0,1,pending,,,,
R00205,G0090,floorNav,内科门诊|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0090.jpg,all-route-sheets/sheet-006.jpg,10,false,6,6,1,1,65.905398,65.905398,20.394,20.394,0,0,pending,,,,
R00206,G0090,floorNav,内科门诊|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0090.jpg,all-route-sheets/sheet-006.jpg,10,false,6,6,1,1,65.905398,65.905398,20.394,20.394,0,0,pending,,,,
R00207,G0091,floorNav,内科门诊|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0091.jpg,all-route-sheets/sheet-006.jpg,11,true,29,7,2,2,46.711844,46.711844,20.375,20.375,0,0,pending,,,,
R00208,G0091,floorNav,内科门诊|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0091.jpg,all-route-sheets/sheet-006.jpg,11,true,29,7,2,2,46.711844,46.711844,20.375,20.375,0,0,pending,,,,
R00209,G0092,floorNav,内科门诊|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0092.jpg,all-route-sheets/sheet-006.jpg,12,true,31,7,2,2,45.287045,45.287045,20.394,20.394,0,0,pending,,,,
R00210,G0092,floorNav,内科门诊|||S3|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0092.jpg,all-route-sheets/sheet-006.jpg,12,true,31,7,2,2,45.287045,45.287045,20.394,20.394,0,0,pending,,,,
R00211,G0093,floorNav,内科门诊|||S4|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0093.jpg,all-route-sheets/sheet-006.jpg,13,false,8,8,3,3,33.290993,33.290993,20.378,20.378,0,0,pending,,,,
R00212,G0093,floorNav,内科门诊|||S4|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0093.jpg,all-route-sheets/sheet-006.jpg,13,false,8,8,3,3,33.290993,33.290993,20.378,20.378,0,0,pending,,,,
R00213,G0094,floorNav,内科门诊|||S5|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0094.jpg,all-route-sheets/sheet-006.jpg,14,false,6,6,2,2,34.775951,34.775951,20.394,20.394,0,0,pending,,,,
R00214,G0094,floorNav,内科门诊|||S5|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0094.jpg,all-route-sheets/sheet-006.jpg,14,false,6,6,2,2,34.775951,34.775951,20.394,20.394,0,0,pending,,,,
R00215,G0095,floorNav,内科门诊|||S6|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0095.jpg,all-route-sheets/sheet-006.jpg,15,true,12,11,1,1,48.584304,48.584304,21.0,21.0,0,0,pending,,,,
R00216,G0095,floorNav,内科门诊|||S6|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0095.jpg,all-route-sheets/sheet-006.jpg,15,true,12,11,1,1,48.584304,48.584304,21.0,21.0,0,0,pending,,,,
R00217,G0096,floorNav,外科门诊|||S1|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0096.jpg,all-route-sheets/sheet-006.jpg,16,false,4,4,0,0,65.54989,65.54989,20.197,20.197,0,0,pending,,,,
R00218,G0096,floorNav,外科门诊|||S1|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0096.jpg,all-route-sheets/sheet-006.jpg,16,false,4,4,0,0,65.54989,65.54989,20.197,20.197,0,0,pending,,,,
R00219,G0097,floorNav,外科门诊|||S2|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0097.jpg,all-route-sheets/sheet-007.jpg,1,false,4,4,0,0,46.492705,46.492705,20.375,20.375,0,0,pending,,,,
R00220,G0097,floorNav,外科门诊|||S2|||toElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0097.jpg,all-route-sheets/sheet-007.jpg,1,false,4,4,0,0,46.492705,46.492705,20.375,20.375,0,0,pending,,,,
R00221,G0098,floorNav,外科门诊|||S3|||fromElevator,2楼,/assets/floor-maps/2F.jpg,all-route-cards/route-0098.jpg,all-route-sheets/sheet-007.jpg,2,false,4,4,1,1,45.019882,45.019882,20.375,20.375,0,0,pending,,,,
